,location,total_sqft,bath,price,BHK,total_price_per_sqft,area_type_Carpet  Area,area_type_Plot  Area,area_type_Super built-up  Area
1369,Bommenahalli,1200.0,3.0,125.0,3.0,10416.666666666666,0.0,1.0,0.0
1370,Bommenahalli,1632.0,3.0,145.0,4.0,8884.803921568628,0.0,0.0,0.0
1371,Bommenahalli,1670.0,3.0,135.0,4.0,8083.832335329342,0.0,1.0,0.0
1372,Bommenahalli,1680.0,3.0,135.0,4.0,8035.714285714285,0.0,0.0,0.0
1373,Bommenahalli,1632.0,3.0,128.0,4.0,7843.137254901961,0.0,1.0,0.0
1374,Bommenahalli,3339.0,3.0,250.0,3.0,7487.271638215035,0.0,0.0,0.0
1375,Bommenahalli,1355.0,3.0,135.0,4.0,9963.09963099631,0.0,1.0,0.0
1376,Bommenahalli,1232.0,3.0,96.0,3.0,7792.207792207792,0.0,1.0,0.0
1377,Bommenahalli,1632.0,3.0,140.0,4.0,8578.43137254902,0.0,0.0,0.0
1378,Brookefield,1150.0,2.0,69.0,2.0,6000.0,0.0,0.0,1.0
1379,Brookefield,1142.0,2.0,70.0,2.0,6129.5971978984235,0.0,0.0,0.0
1383,Brookefield,2800.0,4.0,240.0,4.0,8571.42857142857,0.0,1.0,0.0
1384,Brookefield,1476.0,3.0,105.0,3.0,7113.821138211382,0.0,0.0,1.0
1385,Brookefield,1700.0,4.0,152.0,4.0,8941.176470588236,0.0,1.0,0.0
1386,Brookefield,1262.0,2.0,75.0,2.0,5942.947702060222,0.0,0.0,1.0
1387,Brookefield,1139.0,2.0,80.0,2.0,7023.705004389815,0.0,0.0,1.0
1388,Brookefield,1125.0,2.0,70.0,2.0,6222.222222222223,0.0,0.0,1.0
1389,Brookefield,1420.0,3.0,85.0,3.0,5985.915492957746,0.0,0.0,1.0
1391,Brookefield,941.0,2.0,48.0,2.0,5100.956429330499,0.0,0.0,1.0
1394,Brookefield,1100.0,2.0,55.0,2.0,5000.0,0.0,0.0,0.0
1395,Brookefield,2400.0,3.0,140.0,4.0,5833.333333333333,0.0,0.0,1.0
1396,Brookefield,1225.0,2.0,66.5,2.0,5428.571428571428,0.0,0.0,0.0
1397,Brookefield,1950.0,6.0,175.0,5.0,8974.358974358975,0.0,1.0,0.0
1398,Brookefield,1080.0,2.0,50.0,2.0,4629.62962962963,0.0,0.0,1.0
1399,Brookefield,1230.0,2.0,55.0,2.0,4471.544715447155,0.0,0.0,0.0
1400,Brookefield,1200.0,2.0,75.0,2.0,6250.0,0.0,0.0,1.0
1401,Brookefield,1089.0,2.0,49.0,2.0,4499.540863177227,0.0,0.0,1.0
1402,Brookefield,1130.0,2.0,56.0,2.0,4955.7522123893805,0.0,0.0,1.0
1403,Brookefield,1270.0,2.0,95.0,2.0,7480.314960629921,0.0,0.0,1.0
1404,Brookefield,1706.0,3.0,115.0,3.0,6740.914419695194,0.0,0.0,1.0
1405,Brookefield,1389.0,2.0,94.0,2.0,6767.458603311735,0.0,0.0,1.0
1407,Brookefield,1225.0,2.0,72.0,2.0,5877.551020408163,0.0,0.0,0.0
1409,Brookefield,1746.0,3.0,115.0,3.0,6586.483390607102,0.0,0.0,1.0
1411,Brookefield,1560.0,3.0,149.0,4.0,9551.28205128205,0.0,1.0,0.0
1413,Brookefield,1382.0,2.0,84.5,2.0,6114.3270622286545,0.0,0.0,1.0
1414,Brookefield,1260.0,2.0,70.0,2.0,5555.555555555556,0.0,0.0,1.0
1415,Brookefield,1206.0,2.0,90.0,2.0,7462.686567164179,0.0,0.0,1.0
1417,Brookefield,1594.0,3.0,140.0,3.0,8782.936010037642,0.0,0.0,1.0
1418,Budigere,1153.0,2.0,56.4,2.0,4891.587163920208,0.0,0.0,1.0
1419,Budigere,1162.0,2.0,59.9,2.0,5154.9053356282275,0.0,0.0,1.0
1420,Budigere,1991.0,4.0,103.0,3.0,5173.279758915118,0.0,0.0,1.0
1421,Budigere,1153.0,2.0,57.0,2.0,4943.625325238509,0.0,0.0,1.0
1422,Budigere,1162.0,2.0,57.0,2.0,4905.335628227194,0.0,0.0,1.0
1423,Budigere,1139.0,2.0,62.0,2.0,5443.371378402107,0.0,0.0,1.0
1424,Budigere,1139.0,2.0,56.8,2.0,4986.830553116769,0.0,0.0,1.0
1425,Budigere,1139.0,2.0,56.85,2.0,4991.220368744513,0.0,0.0,1.0
1428,Budigere,664.0,1.0,35.0,1.0,5271.084337349397,0.0,0.0,1.0
1429,Budigere,1820.0,3.0,93.0,3.0,5109.89010989011,0.0,0.0,1.0
1430,Budigere,1636.0,3.0,85.0,3.0,5195.59902200489,0.0,0.0,1.0
1431,Budigere,1444.0,2.0,70.0,2.0,4847.645429362881,0.0,0.0,1.0
1433,Budigere,1139.0,2.0,60.0,2.0,5267.778753292362,0.0,0.0,1.0
1435,Budigere,1820.0,3.0,93.0,3.0,5109.89010989011,0.0,0.0,1.0
1437,Budigere,1162.0,2.0,58.0,2.0,4991.394148020654,0.0,0.0,1.0
1438,Budigere,1636.0,3.0,85.0,3.0,5195.59902200489,0.0,0.0,1.0
1439,Budigere,1636.0,3.0,92.0,3.0,5623.471882640587,0.0,0.0,1.0
1440,Budigere,1087.0,2.0,54.3,2.0,4995.40018399264,0.0,0.0,1.0
1442,Budigere,1149.0,2.0,65.0,2.0,5657.093124456049,0.0,0.0,1.0
1443,Budigere,664.0,1.0,35.4,1.0,5331.325301204819,0.0,0.0,1.0
1444,Budigere,1153.0,2.0,56.7,2.0,4917.606244579359,0.0,0.0,1.0
1446,Budigere,1139.0,2.0,56.5,2.0,4960.491659350308,0.0,0.0,1.0
1447,Budigere,1636.0,3.0,83.0,3.0,5073.349633251833,0.0,0.0,1.0
1448,Budigere,664.0,1.0,34.0,1.0,5120.481927710844,0.0,0.0,0.0
1450,Budigere,1162.0,2.0,58.0,2.0,4991.394148020654,0.0,0.0,1.0
1451,Budigere,1153.0,2.0,60.0,2.0,5203.816131830009,0.0,0.0,1.0
1452,Budigere,1820.0,3.0,99.0,3.0,5439.56043956044,0.0,0.0,1.0
1453,Budigere,1172.0,2.0,56.725,2.0,4840.017064846416,0.0,0.0,1.0
1456,Budigere,1820.0,3.0,95.0,3.0,5219.780219780219,0.0,0.0,1.0
1458,Budigere,1820.0,3.0,95.5,3.0,5247.252747252747,0.0,0.0,0.0
1459,Budigere,1153.0,2.0,56.0,2.0,4856.895056374675,0.0,0.0,1.0
1460,Budigere,705.0,1.0,34.545,1.0,4900.0,0.0,0.0,1.0
1461,Budigere,1153.0,2.0,56.5,2.0,4900.260190806592,0.0,0.0,1.0
1462,Budigere,1153.0,2.0,58.0,2.0,5030.3555941023415,0.0,0.0,1.0
1463,Budigere,1636.0,3.0,88.0,3.0,5378.973105134474,0.0,0.0,1.0
1464,Budigere,1153.0,2.0,56.55,2.0,4904.596704249783,0.0,0.0,1.0
1465,Budigere,1153.0,2.0,56.5,2.0,4900.260190806592,0.0,0.0,1.0
1466,Budigere,1153.0,2.0,60.0,2.0,5203.816131830009,0.0,0.0,1.0
1468,CV Raman Nagar,1120.0,2.0,55.0,2.0,4910.714285714285,0.0,0.0,1.0
1469,CV Raman Nagar,1070.0,2.0,55.0,2.0,5140.186915887851,0.0,0.0,0.0
1470,CV Raman Nagar,740.0,2.0,37.0,2.0,5000.0,0.0,0.0,1.0
1471,CV Raman Nagar,1028.0,2.0,49.0,2.0,4766.536964980544,0.0,0.0,0.0
1472,CV Raman Nagar,1392.0,2.0,98.0,2.0,7040.229885057472,0.0,0.0,1.0
1473,CV Raman Nagar,1070.0,2.0,47.5,2.0,4439.252336448598,0.0,0.0,1.0
1474,CV Raman Nagar,1825.0,3.0,126.0,3.0,6904.109589041096,0.0,0.0,1.0
1475,CV Raman Nagar,1025.0,2.0,50.0,2.0,4878.048780487805,0.0,0.0,1.0
1477,CV Raman Nagar,1198.0,2.0,60.0,2.0,5008.347245409015,0.0,0.0,1.0
1478,CV Raman Nagar,1560.0,2.0,85.0,2.0,5448.717948717948,0.0,0.0,1.0
1479,CV Raman Nagar,1590.0,2.0,85.0,3.0,5345.911949685535,0.0,0.0,1.0
1480,CV Raman Nagar,1100.0,2.0,58.0,2.0,5272.727272727273,0.0,0.0,1.0
1481,CV Raman Nagar,1051.0,2.0,61.0,2.0,5803.996194100856,0.0,0.0,1.0
1483,CV Raman Nagar,1020.0,2.0,55.0,2.0,5392.156862745098,0.0,0.0,1.0
1484,CV Raman Nagar,1285.0,2.0,65.0,2.0,5058.365758754864,0.0,0.0,1.0
1485,CV Raman Nagar,1040.0,2.0,50.0,2.0,4807.692307692308,0.0,0.0,1.0
1486,CV Raman Nagar,1392.0,2.0,95.0,2.0,6824.712643678161,0.0,0.0,1.0
1487,CV Raman Nagar,705.0,2.0,50.0,1.0,7092.198581560284,0.0,0.0,1.0
1488,CV Raman Nagar,1125.0,2.0,46.0,2.0,4088.8888888888887,0.0,0.0,0.0
1489,CV Raman Nagar,1400.0,2.0,78.0,3.0,5571.428571428572,0.0,0.0,1.0
1490,CV Raman Nagar,1400.0,2.0,78.0,3.0,5571.428571428572,0.0,0.0,1.0
1491,CV Raman Nagar,907.0,2.0,38.0,2.0,4189.636163175303,0.0,0.0,1.0
1493,CV Raman Nagar,1310.0,2.0,62.0,2.0,4732.824427480916,0.0,0.0,0.0
1494,Chamrajpet,1475.0,2.0,120.0,3.0,8135.593220338983,0.0,0.0,1.0
1495,Chamrajpet,1900.0,2.0,170.0,4.0,8947.368421052632,0.0,0.0,1.0
1496,Chamrajpet,1350.0,2.0,180.0,2.0,13333.333333333334,0.0,0.0,1.0
1497,Chamrajpet,1050.0,2.0,162.0,2.0,15428.57142857143,0.0,0.0,0.0
1498,Chamrajpet,1660.4,4.0,211.0,4.0,12707.781257528306,0.0,1.0,0.0
1499,Chamrajpet,505.0,1.0,85.0,1.0,16831.68316831683,0.0,0.0,0.0
1500,Chamrajpet,1565.0,3.0,98.91,3.0,6320.127795527156,0.0,0.0,0.0
1501,Chamrajpet,730.0,1.0,52.0,2.0,7123.287671232877,0.0,0.0,1.0
1502,Chamrajpet,650.0,1.0,40.0,2.0,6153.846153846154,0.0,0.0,1.0
1503,Chamrajpet,650.0,2.0,45.0,2.0,6923.076923076923,0.0,0.0,1.0
1504,Chamrajpet,1650.0,3.0,115.0,3.0,6969.69696969697,0.0,0.0,1.0
1505,Chandapura,650.0,1.0,17.0,2.0,2615.3846153846152,0.0,0.0,0.0
1506,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1507,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1509,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281,0.0,0.0,1.0
1510,Chandapura,530.0,1.0,11.66,1.0,2200.0,0.0,0.0,1.0
1511,Chandapura,1208.0,3.0,45.0,3.0,3725.1655629139073,0.0,0.0,1.0
1513,Chandapura,1200.0,2.0,32.0,2.0,2666.6666666666665,0.0,0.0,1.0
1514,Chandapura,1025.0,2.0,27.68,2.0,2700.487804878049,0.0,0.0,1.0
1515,Chandapura,582.5,1.0,15.135,1.0,2598.283261802575,0.0,0.0,1.0
1516,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281,0.0,0.0,1.0
1518,Chandapura,1065.0,2.0,33.0,3.0,3098.5915492957747,0.0,0.0,1.0
1521,Chandapura,850.0,2.0,25.4,2.0,2988.235294117647,0.0,0.0,1.0
1522,Chandapura,590.0,1.0,13.57,1.0,2300.0,0.0,0.0,1.0
1523,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1524,Chandapura,630.0,1.0,13.86,1.0,2200.0,0.0,0.0,1.0
1526,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281,0.0,0.0,1.0
1527,Chandapura,1107.0,2.0,43.0,3.0,3884.3721770551037,0.0,0.0,1.0
1528,Chandapura,520.0,1.0,14.04,1.0,2700.0,0.0,0.0,1.0
1529,Chandapura,1200.0,1.0,36.0,2.0,3000.0,0.0,1.0,0.0
1530,Chandapura,975.0,2.0,24.86,2.0,2549.74358974359,0.0,0.0,1.0
1531,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1532,Chandapura,985.0,2.0,25.12,2.0,2550.253807106599,0.0,0.0,1.0
1533,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1534,Chandapura,975.0,2.0,24.86,2.0,2549.74358974359,0.0,0.0,1.0
1535,Chandapura,700.0,1.0,19.0,2.0,2714.285714285714,0.0,0.0,1.0
1537,Chandapura,1095.0,2.0,32.0,3.0,2922.3744292237443,0.0,0.0,1.0
1538,Chandapura,1891.0,2.0,66.165,4.0,3498.942358540455,0.0,0.0,0.0
1539,Chandapura,1208.51,3.0,42.0,3.0,3475.3539482503247,0.0,0.0,0.0
1540,Chandapura,876.0,2.0,29.5,2.0,3367.5799086757993,0.0,0.0,1.0
1541,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1544,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1545,Chandapura,937.0,2.0,30.0,2.0,3201.7075773745996,0.0,0.0,1.0
1546,Chandapura,1025.0,2.0,27.68,2.0,2700.487804878049,0.0,0.0,1.0
1547,Chandapura,975.0,2.0,24.86,2.0,2549.74358974359,0.0,0.0,1.0
1548,Chandapura,800.0,2.0,25.0,2.0,3125.0,0.0,0.0,1.0
1549,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1550,Chandapura,778.0,2.0,25.29,2.0,3250.642673521851,0.0,0.0,1.0
1552,Chandapura,950.0,2.0,25.65,2.0,2700.0,0.0,0.0,1.0
1553,Chandapura,1200.0,2.0,36.0,2.0,3000.0,0.0,1.0,0.0
1554,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1555,Chandapura,922.0,2.0,36.0,2.0,3904.5553145336225,0.0,0.0,1.0
1557,Chandapura,674.0,1.0,19.9,2.0,2952.522255192878,0.0,0.0,1.0
1562,Chandapura,985.0,2.0,25.12,2.0,2550.253807106599,0.0,0.0,1.0
1564,Chandapura,1025.0,2.0,27.68,2.0,2700.487804878049,0.0,0.0,1.0
1566,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281,0.0,0.0,1.0
1567,Chandapura,1345.0,2.0,39.5,3.0,2936.8029739776953,0.0,0.0,1.0
1568,Chandapura,1033.0,2.0,30.47,3.0,2949.6611810261375,0.0,0.0,1.0
1569,Chandapura,971.0,2.0,38.0,3.0,3913.491246138002,0.0,0.0,1.0
1570,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281,0.0,0.0,1.0
1571,Chandapura,800.0,1.0,30.0,2.0,3750.0,0.0,0.0,0.0
1573,Chandapura,900.0,2.0,35.0,2.0,3888.8888888888887,0.0,0.0,1.0
1574,Chandapura,975.0,2.0,24.86,2.0,2549.74358974359,0.0,0.0,1.0
1575,Chandapura,520.0,1.0,14.04,1.0,2700.0,0.0,0.0,1.0
1578,Chandapura,1323.0,2.0,42.0,3.0,3174.6031746031745,0.0,0.0,1.0
1579,Chandapura,410.0,1.0,10.0,1.0,2439.0243902439024,0.0,0.0,1.0
1580,Chandapura,985.0,2.0,25.12,2.0,2550.253807106599,0.0,0.0,1.0
1581,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1582,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247,0.0,0.0,1.0
1583,Chandapura,1200.0,2.0,36.0,2.0,3000.0,0.0,1.0,0.0
1584,Chandapura,740.0,1.0,22.0,2.0,2972.972972972973,0.0,0.0,0.0
1585,Chandapura,876.0,2.0,28.47,2.0,3250.0,0.0,0.0,1.0
1587,Chandapura,520.0,1.0,14.04,1.0,2700.0,0.0,0.0,1.0
1589,Channasandra,1009.0,2.0,38.34,2.0,3799.8017839445,0.0,0.0,1.0
1590,Channasandra,1065.0,2.0,35.0,2.0,3286.3849765258215,0.0,0.0,1.0
1591,Channasandra,1470.0,2.0,90.0,3.0,6122.448979591837,0.0,0.0,1.0
1592,Channasandra,1115.0,2.0,33.45,2.0,3000.0000000000005,0.0,0.0,1.0
1593,Channasandra,1030.0,2.0,34.5,2.0,3349.5145631067962,0.0,0.0,1.0
1594,Channasandra,4200.0,6.0,180.0,6.0,4285.714285714285,0.0,0.0,0.0
1595,Channasandra,1115.0,2.0,40.0,2.0,3587.4439461883408,0.0,0.0,1.0
1596,Channasandra,1200.0,3.0,67.77,3.0,5647.5,0.0,1.0,0.0
1597,Channasandra,1104.0,2.0,35.5,2.0,3215.5797101449275,0.0,0.0,1.0
1598,Channasandra,1160.0,2.0,55.0,2.0,4741.379310344828,0.0,0.0,1.0
1599,Channasandra,1050.0,2.0,41.0,2.0,3904.7619047619046,0.0,0.0,1.0
1600,Channasandra,1065.0,2.0,40.47,2.0,3800.0,0.0,0.0,1.0
1602,Channasandra,1070.0,2.0,38.0,2.0,3551.4018691588785,0.0,0.0,1.0
1603,Channasandra,1050.0,2.0,35.0,2.0,3333.3333333333335,0.0,0.0,1.0
1604,Channasandra,1093.0,2.0,34.0,2.0,3110.704483074108,0.0,0.0,1.0
1605,Channasandra,808.0,2.0,40.0,2.0,4950.495049504951,0.0,0.0,0.0
1606,Channasandra,1010.0,2.0,36.0,2.0,3564.3564356435645,0.0,0.0,1.0
1607,Channasandra,1123.0,2.0,36.0,2.0,3205.699020480855,0.0,0.0,1.0
1608,Channasandra,1000.0,2.0,35.0,2.0,3500.0,0.0,0.0,1.0
1609,Channasandra,1500.0,4.0,89.45,4.0,5963.333333333333,0.0,1.0,0.0
1610,Channasandra,1330.0,2.0,51.83,3.0,3896.9924812030076,0.0,0.0,1.0
1611,Channasandra,1093.0,2.0,37.0,2.0,3385.1784080512352,0.0,0.0,1.0
1612,Channasandra,1115.0,2.0,35.8,2.0,3210.7623318385645,0.0,0.0,1.0
1613,Channasandra,1500.0,3.0,61.95,3.0,4130.0,0.0,1.0,0.0
1615,Channasandra,830.0,2.0,36.28,2.0,4371.084337349397,0.0,0.0,1.0
1616,Channasandra,1200.0,3.0,67.77,3.0,5647.5,0.0,1.0,0.0
1617,Channasandra,1195.0,2.0,56.0,3.0,4686.192468619247,0.0,0.0,1.0
1618,Channasandra,1175.0,2.0,38.0,2.0,3234.0425531914893,0.0,0.0,1.0
1619,Channasandra,1200.0,2.0,46.13,2.0,3844.1666666666665,0.0,1.0,0.0
1620,Channasandra,1065.0,2.0,36.0,2.0,3380.281690140845,0.0,0.0,1.0
1621,Channasandra,1050.0,2.0,44.41,2.0,4229.523809523809,0.0,0.0,1.0
1622,Channasandra,1010.0,2.0,32.0,2.0,3168.3168316831684,0.0,0.0,1.0
1623,Chikka Tirupathi,2600.0,5.0,120.0,4.0,4615.384615384615,0.0,1.0,0.0
1624,Chikka Tirupathi,2325.0,4.0,120.0,4.0,5161.290322580645,0.0,1.0,0.0
1625,Chikka Tirupathi,1808.0,4.0,80.27,3.0,4439.712389380531,0.0,1.0,0.0
1626,Chikka Tirupathi,3297.0,3.0,135.0,3.0,4094.631483166515,0.0,1.0,0.0
1627,Chikka Tirupathi,3500.0,5.0,150.0,4.0,4285.714285714285,0.0,1.0,0.0
1628,Chikka Tirupathi,2646.0,3.0,99.0,3.0,3741.496598639456,0.0,1.0,0.0
1629,Chikka Tirupathi,2704.0,5.0,105.0,4.0,3883.1360946745563,0.0,0.0,0.0
1630,Chikka Tirupathi,2325.0,3.0,95.0,3.0,4086.021505376344,0.0,1.0,0.0
1631,Chikka Tirupathi,2325.0,4.0,120.0,4.0,5161.290322580645,0.0,1.0,0.0
1632,Chikka Tirupathi,3250.0,4.0,136.0,4.0,4184.615384615385,0.0,0.0,0.0
1633,Chikka Tirupathi,2665.0,5.0,125.0,4.0,4690.431519699812,0.0,1.0,0.0
1634,Chikkabanavar,950.0,2.0,40.0,2.0,4210.526315789473,0.0,0.0,0.0
1635,Chikkabanavar,1600.0,2.0,80.0,3.0,5000.0,0.0,1.0,0.0
1636,Chikkabanavar,600.0,1.0,25.0,2.0,4166.666666666667,0.0,0.0,1.0
1637,Chikkabanavar,2460.0,7.0,80.0,4.0,3252.032520325203,0.0,0.0,0.0
1638,Chikkabanavar,2400.0,4.0,97.0,5.0,4041.6666666666665,0.0,0.0,0.0
1639,Chikkabanavar,2000.0,4.0,65.0,5.0,3250.0,0.0,0.0,0.0
1640,Chikkabanavar,1067.0,2.0,38.0,2.0,3561.3870665417057,0.0,0.0,1.0
1641,Chikkabanavar,1320.0,2.0,46.0,3.0,3484.848484848485,0.0,0.0,1.0
1642,Chikkabanavar,4000.0,7.0,110.0,8.0,2750.0,0.0,0.0,0.0
1644,Chikkalasandra,1100.0,2.0,50.0,2.0,4545.454545454545,0.0,0.0,0.0
1645,Chikkalasandra,1208.0,2.0,49.0,2.0,4056.291390728477,0.0,0.0,1.0
1646,Chikkalasandra,875.0,2.0,52.8,2.0,6034.285714285715,1.0,0.0,0.0
1648,Chikkalasandra,1800.0,1.0,128.0,2.0,7111.111111111111,0.0,0.0,0.0
1649,Chikkalasandra,1070.0,2.0,50.0,2.0,4672.897196261682,0.0,0.0,0.0
1650,Chikkalasandra,1230.0,2.0,48.0,2.0,3902.439024390244,0.0,0.0,1.0
1651,Chikkalasandra,1428.0,2.0,80.0,3.0,5602.240896358543,0.0,0.0,0.0
1652,Chikkalasandra,1070.0,2.0,42.8,2.0,4000.0,0.0,0.0,1.0
1656,Chikkalasandra,1075.0,2.0,46.76,2.0,4349.767441860465,0.0,0.0,1.0
1659,Chikkalasandra,1070.0,2.0,45.48,2.0,4250.467289719626,0.0,0.0,1.0
1660,Chikkalasandra,1100.0,2.0,50.0,2.0,4545.454545454545,0.0,0.0,1.0
1663,Chikkalasandra,1224.0,2.0,45.0,2.0,3676.470588235294,0.0,0.0,0.0
1664,Chikkalasandra,1090.0,2.0,47.42,2.0,4350.45871559633,0.0,0.0,1.0
1667,Chikkalasandra,1325.0,2.0,59.0,2.0,4452.830188679245,0.0,0.0,0.0
1668,Chikkalasandra,1290.0,2.0,72.0,2.0,5581.395348837209,0.0,0.0,1.0
1671,Choodasandra,1115.0,2.0,50.0,2.0,4484.304932735426,0.0,0.0,1.0
1672,Choodasandra,1300.0,2.0,57.0,2.0,4384.615384615385,0.0,0.0,1.0
1673,Choodasandra,1530.0,3.0,77.0,3.0,5032.679738562091,0.0,0.0,1.0
1676,Choodasandra,1197.0,2.0,63.0,2.0,5263.1578947368425,0.0,0.0,1.0
1677,Choodasandra,1465.0,3.0,75.0,3.0,5119.453924914676,0.0,0.0,1.0
1678,Choodasandra,1115.0,2.0,50.0,2.0,4484.304932735426,0.0,0.0,1.0
1679,Choodasandra,1215.0,2.0,59.0,2.0,4855.9670781893,0.0,0.0,1.0
1680,Choodasandra,1254.0,2.0,65.0,3.0,5183.413078149921,0.0,0.0,1.0
1681,Choodasandra,1580.0,3.0,105.0,3.0,6645.569620253164,0.0,0.0,1.0
1682,Choodasandra,725.0,2.0,36.0,2.0,4965.517241379311,0.0,0.0,1.0
1683,Choodasandra,2429.0,3.0,210.0,4.0,8645.533141210375,0.0,0.0,0.0
1685,Choodasandra,1075.0,2.0,45.0,2.0,4186.046511627907,0.0,0.0,1.0
1686,Choodasandra,1180.0,2.0,71.22,2.0,6035.593220338983,0.0,0.0,1.0
1687,Choodasandra,1140.0,2.0,62.0,2.0,5438.596491228071,0.0,0.0,0.0
1689,Choodasandra,1560.0,3.0,78.0,3.0,5000.0,0.0,0.0,1.0
1690,Choodasandra,1065.0,2.0,46.0,2.0,4319.24882629108,0.0,0.0,0.0
1691,Choodasandra,1115.0,2.0,50.0,2.0,4484.304932735426,0.0,0.0,1.0
1693,Choodasandra,1115.0,2.0,50.0,2.0,4484.304932735426,0.0,0.0,1.0
1694,Cooke Town,3950.0,4.0,450.0,4.0,11392.405063291139,0.0,0.0,1.0
1695,Cooke Town,2388.0,4.0,239.0,3.0,10008.375209380234,0.0,0.0,0.0
1696,Cooke Town,1710.0,2.0,200.0,2.0,11695.906432748538,0.0,0.0,1.0
1697,Cooke Town,1310.0,2.0,111.0,2.0,8473.282442748092,0.0,0.0,1.0
1698,Cooke Town,3900.0,5.0,415.0,4.0,10641.02564102564,0.0,0.0,1.0
1699,Cooke Town,2560.0,4.0,310.0,3.0,12109.375,0.0,0.0,1.0
1700,Cooke Town,2600.0,3.0,375.0,3.0,14423.076923076924,0.0,1.0,0.0
1701,Cooke Town,1100.0,2.0,90.0,2.0,8181.818181818182,0.0,0.0,1.0
1702,Cooke Town,2300.0,3.0,250.0,3.0,10869.565217391304,0.0,0.0,1.0
1703,Cox Town,1975.0,3.0,150.0,3.0,7594.93670886076,0.0,0.0,1.0
1704,Cox Town,1650.0,3.0,100.0,3.0,6060.606060606061,0.0,0.0,1.0
1705,Cox Town,1730.0,3.0,140.0,3.0,8092.485549132948,0.0,0.0,1.0
1706,Cox Town,1600.0,3.0,150.0,3.0,9375.0,0.0,0.0,1.0
1707,Cox Town,1250.0,2.0,95.0,2.0,7600.0,0.0,0.0,1.0
1708,Cox Town,1280.0,2.0,120.0,2.0,9375.0,0.0,0.0,0.0
1709,Cox Town,1073.0,2.0,72.0,2.0,6710.158434296365,0.0,0.0,0.0
1710,Cox Town,1000.0,2.0,58.0,2.0,5800.0,0.0,0.0,1.0
1711,Cox Town,1200.0,2.0,140.0,2.0,11666.666666666666,0.0,0.0,1.0
1712,Cunningham Road,5270.0,4.0,1250.0,4.0,23719.165085388995,0.0,0.0,1.0
1713,Cunningham Road,3875.0,3.0,864.0,3.0,22296.774193548386,0.0,0.0,1.0
1714,Cunningham Road,3875.0,3.0,800.0,3.0,20645.16129032258,0.0,0.0,1.0
1715,Cunningham Road,3815.0,3.0,763.0,3.0,20000.0,0.0,0.0,1.0
1716,Cunningham Road,2880.0,3.0,501.0,3.0,17395.833333333332,0.0,0.0,1.0
1717,Cunningham Road,3489.0,3.0,662.0,3.0,18973.91802808828,0.0,0.0,1.0
1718,Cunningham Road,4170.0,3.0,800.0,3.0,19184.65227817746,0.0,0.0,1.0
1720,Cunningham Road,2700.0,3.0,501.0,3.0,18555.555555555555,0.0,0.0,1.0
1721,Cunningham Road,7500.0,6.0,1800.0,4.0,24000.0,0.0,1.0,0.0
1722,Cunningham Road,2880.0,3.0,560.0,3.0,19444.444444444445,0.0,0.0,1.0
1723,Dasanapura,708.0,2.0,37.0,2.0,5225.988700564972,0.0,0.0,1.0
1724,Dasanapura,708.0,1.0,40.0,2.0,5649.717514124294,0.0,0.0,1.0
1725,Dasanapura,965.0,2.0,42.5,2.0,4404.145077720207,0.0,0.0,0.0
1727,Dasanapura,814.0,2.0,42.0,2.0,5159.7051597051595,0.0,0.0,1.0
1728,Dasanapura,1163.0,2.0,65.0,2.0,5588.993981083405,0.0,0.0,0.0
1729,Dasanapura,1286.0,2.0,68.0,3.0,5287.713841368584,0.0,0.0,1.0
1730,Dasanapura,708.0,2.0,31.15,2.0,4399.717514124294,0.0,0.0,1.0
1731,Dasanapura,708.0,1.0,41.0,1.0,5790.960451977401,0.0,0.0,1.0
1732,Dasanapura,814.0,2.0,43.7,2.0,5368.550368550368,0.0,0.0,1.0
1733,Dasarahalli,1295.0,2.0,65.0,2.0,5019.305019305019,0.0,0.0,1.0
1735,Dasarahalli,1150.0,2.0,70.0,2.0,6086.95652173913,0.0,0.0,0.0
1736,Dasarahalli,2100.0,3.0,120.0,3.0,5714.285714285715,0.0,0.0,1.0
1737,Dasarahalli,1220.0,2.0,52.0,2.0,4262.295081967213,0.0,0.0,1.0
1738,Dasarahalli,1375.0,2.0,60.0,2.0,4363.636363636364,0.0,0.0,1.0
